"","pt","varName","gcm","Rcp","era","x.mean","x.sd"
"269","YT","prcptot","GFDL-ESM2M","rcp85","2071-2100",1.21096858002246,0.0510728566167798
"270","YT","prcptot","GFDL-ESM2M","rcp85","2041-2070",1.12561481812756,0.0332843113978572
"271","YT","prcptot","HadGEM2-AO","rcp85","2071-2100",1.37512336818579,0.129049919229486
"272","YT","prcptot","HadGEM2-AO","rcp85","2041-2070",1.20690642390233,0.0687841607012524
"273","YT","prcptot","HadGEM2-ES","rcp85","2071-2100",1.41486991865499,0.158280441005534
"274","YT","prcptot","HadGEM2-ES","rcp85","2041-2070",1.27214338439996,0.0792397729323557
"275","YT","prcptot","IPSL-CM5A-LR","rcp85","2071-2100",1.28003121629587,0.0624715948295524
"276","YT","prcptot","IPSL-CM5A-LR","rcp85","2041-2070",1.18362143151807,0.0479120818064639
"277","YT","prcptot","IPSL-CM5A-MR","rcp85","2071-2100",1.26700691275271,0.0636030247265773
"278","YT","prcptot","IPSL-CM5A-MR","rcp85","2041-2070",1.16256530528901,0.0373421406485647
"279","YT","prcptot","MIROC-ESM-CHEM","rcp85","2071-2100",1.45701499425372,0.0902101371973447
"280","YT","prcptot","MIROC-ESM-CHEM","rcp85","2041-2070",1.2693573110398,0.0601743622295305
"281","YT","prcptot","MIROC-ESM","rcp85","2071-2100",1.40846431274815,0.101554083286623
"282","YT","prcptot","MIROC-ESM","rcp85","2041-2070",1.23157876709126,0.0515878378281566
"283","YT","prcptot","MIROC5","rcp85","2071-2100",1.25550346873117,0.0420949839321262
